timestamp during request triggered : 1773561010585	 Sensor ID : RL Postimestamp during request triggered : 1773561010592	 Sensor ID : RL Postimestamp during response triggered : 1773561010610	 Sensor ID : RL sensor
timestamp during response triggered : 1773561010635	 Sensor ID : RL sensor
timestamp during request triggered : 1773565057948	 Sensor ID : RL Postimestamp during response triggered : 1773565057972	 Sensor ID : RL sensor
timestamp during request triggered : 1773565057997	 Sensor ID : RL Postimestamp during response triggered : 1773565058021	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058047	 Sensor ID : RL Postimestamp during response triggered : 1773565058071	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058098	 Sensor ID : RL Postimestamp during response triggered : 1773565058125	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058147	 Sensor ID : RL Postimestamp during response triggered : 1773565058171	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058198	 Sensor ID : RL Postimestamp during response triggered : 1773565058221	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058248	 Sensor ID : RL Postimestamp during response triggered : 1773565058271	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058297	 Sensor ID : RL Postimestamp during response triggered : 1773565058322	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058347	 Sensor ID : RL Postimestamp during response triggered : 1773565058374	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058398	 Sensor ID : RL Postimestamp during response triggered : 1773565058423	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058447	 Sensor ID : RL Postimestamp during response triggered : 1773565058475	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058497	 Sensor ID : RL Postimestamp during response triggered : 1773565058524	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058548	 Sensor ID : RL Postimestamp during response triggered : 1773565058573	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058597	 Sensor ID : RL Postimestamp during response triggered : 1773565058621	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058647	 Sensor ID : RL Postimestamp during response triggered : 1773565058671	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058698	 Sensor ID : RL Postimestamp during response triggered : 1773565058721	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058747	 Sensor ID : RL Postimestamp during response triggered : 1773565058770	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058797	 Sensor ID : RL Postimestamp during response triggered : 1773565058825	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058848	 Sensor ID : RL Postimestamp during response triggered : 1773565058872	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058897	 Sensor ID : RL Postimestamp during response triggered : 1773565058924	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058947	 Sensor ID : RL Postimestamp during response triggered : 1773565058974	 Sensor ID : RL sensor
timestamp during request triggered : 1773565058998	 Sensor ID : RL Postimestamp during response triggered : 1773565059022	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059047	 Sensor ID : RL Postimestamp during response triggered : 1773565059072	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059097	 Sensor ID : RL Postimestamp during response triggered : 1773565059121	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059148	 Sensor ID : RL Postimestamp during response triggered : 1773565059171	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059197	 Sensor ID : RL Postimestamp during response triggered : 1773565059222	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059247	 Sensor ID : RL Postimestamp during response triggered : 1773565059272	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059298	 Sensor ID : RL Postimestamp during response triggered : 1773565059321	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059347	 Sensor ID : RL Postimestamp during response triggered : 1773565059371	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059397	 Sensor ID : RL Postimestamp during response triggered : 1773565059421	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059448	 Sensor ID : RL Postimestamp during response triggered : 1773565059471	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059497	 Sensor ID : RL Postimestamp during response triggered : 1773565059521	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059547	 Sensor ID : RL Postimestamp during response triggered : 1773565059570	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059597	 Sensor ID : RL Postimestamp during response triggered : 1773565059621	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059647	 Sensor ID : RL Postimestamp during response triggered : 1773565059670	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059697	 Sensor ID : RL Postimestamp during response triggered : 1773565059721	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059747	 Sensor ID : RL Postimestamp during response triggered : 1773565059771	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059797	 Sensor ID : RL Postimestamp during response triggered : 1773565059820	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059847	 Sensor ID : RL Postimestamp during response triggered : 1773565059870	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059898	 Sensor ID : RL Postimestamp during response triggered : 1773565059922	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059947	 Sensor ID : RL Postimestamp during response triggered : 1773565059972	 Sensor ID : RL sensor
timestamp during request triggered : 1773565059997	 Sensor ID : RL Postimestamp during response triggered : 1773565060024	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060048	 Sensor ID : RL Postimestamp during response triggered : 1773565060073	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060097	 Sensor ID : RL Postimestamp during response triggered : 1773565060120	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060147	 Sensor ID : RL Postimestamp during response triggered : 1773565060171	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060198	 Sensor ID : RL Postimestamp during response triggered : 1773565060221	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060247	 Sensor ID : RL Postimestamp during response triggered : 1773565060270	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060298	 Sensor ID : RL Postimestamp during response triggered : 1773565060322	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060348	 Sensor ID : RL Postimestamp during response triggered : 1773565060373	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060397	 Sensor ID : RL Postimestamp during response triggered : 1773565060425	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060447	 Sensor ID : RL Postimestamp during response triggered : 1773565060472	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060497	 Sensor ID : RL Postimestamp during response triggered : 1773565060523	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060547	 Sensor ID : RL Postimestamp during response triggered : 1773565060574	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060597	 Sensor ID : RL Postimestamp during response triggered : 1773565060622	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060647	 Sensor ID : RL Postimestamp during response triggered : 1773565060673	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060697	 Sensor ID : RL Postimestamp during response triggered : 1773565060721	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060747	 Sensor ID : RL Postimestamp during response triggered : 1773565060770	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060798	 Sensor ID : RL Postimestamp during response triggered : 1773565060821	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060847	 Sensor ID : RL Postimestamp during response triggered : 1773565060870	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060897	 Sensor ID : RL Postimestamp during response triggered : 1773565060920	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060948	 Sensor ID : RL Postimestamp during response triggered : 1773565060974	 Sensor ID : RL sensor
timestamp during request triggered : 1773565060997	 Sensor ID : RL Postimestamp during response triggered : 1773565061023	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061047	 Sensor ID : RL Postimestamp during response triggered : 1773565061070	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061098	 Sensor ID : RL Postimestamp during response triggered : 1773565061125	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061147	 Sensor ID : RL Postimestamp during response triggered : 1773565061173	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061197	 Sensor ID : RL Postimestamp during response triggered : 1773565061222	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061248	 Sensor ID : RL Postimestamp during response triggered : 1773565061272	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061297	 Sensor ID : RL Postimestamp during response triggered : 1773565061320	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061347	 Sensor ID : RL Postimestamp during response triggered : 1773565061370	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061397	 Sensor ID : RL Postimestamp during response triggered : 1773565061422	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061447	 Sensor ID : RL Postimestamp during response triggered : 1773565061471	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061497	 Sensor ID : RL Postimestamp during response triggered : 1773565061523	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061547	 Sensor ID : RL Postimestamp during response triggered : 1773565061574	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061597	 Sensor ID : RL Postimestamp during response triggered : 1773565061620	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061647	 Sensor ID : RL Postimestamp during response triggered : 1773565061670	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061697	 Sensor ID : RL Postimestamp during response triggered : 1773565061720	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061747	 Sensor ID : RL Postimestamp during response triggered : 1773565061771	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061797	 Sensor ID : RL Postimestamp during response triggered : 1773565061820	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061847	 Sensor ID : RL Postimestamp during response triggered : 1773565061874	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061897	 Sensor ID : RL Postimestamp during response triggered : 1773565061925	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061947	 Sensor ID : RL Postimestamp during response triggered : 1773565061975	 Sensor ID : RL sensor
timestamp during request triggered : 1773565061998	 Sensor ID : RL Postimestamp during response triggered : 1773565062025	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062048	 Sensor ID : RL Postimestamp during response triggered : 1773565062075	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062097	 Sensor ID : RL Postimestamp during response triggered : 1773565062121	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062147	 Sensor ID : RL Postimestamp during response triggered : 1773565062171	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062197	 Sensor ID : RL Postimestamp during response triggered : 1773565062221	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062247	 Sensor ID : RL Postimestamp during response triggered : 1773565062270	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062297	 Sensor ID : RL Postimestamp during response triggered : 1773565062322	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062347	 Sensor ID : RL Postimestamp during response triggered : 1773565062374	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062397	 Sensor ID : RL Postimestamp during response triggered : 1773565062420	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062447	 Sensor ID : RL Postimestamp during response triggered : 1773565062470	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062497	 Sensor ID : RL Postimestamp during response triggered : 1773565062519	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062547	 Sensor ID : RL Postimestamp during response triggered : 1773565062570	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062597	 Sensor ID : RL Postimestamp during response triggered : 1773565062620	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062647	 Sensor ID : RL Postimestamp during response triggered : 1773565062670	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062697	 Sensor ID : RL Postimestamp during response triggered : 1773565062721	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062747	 Sensor ID : RL Postimestamp during response triggered : 1773565062770	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062797	 Sensor ID : RL Postimestamp during response triggered : 1773565062820	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062847	 Sensor ID : RL Postimestamp during response triggered : 1773565062870	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062897	 Sensor ID : RL Postimestamp during response triggered : 1773565062921	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062947	 Sensor ID : RL Postimestamp during response triggered : 1773565062971	 Sensor ID : RL sensor
timestamp during request triggered : 1773565062997	 Sensor ID : RL Postimestamp during response triggered : 1773565063024	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063048	 Sensor ID : RL Postimestamp during response triggered : 1773565063075	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063097	 Sensor ID : RL Postimestamp during response triggered : 1773565063123	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063147	 Sensor ID : RL Postimestamp during response triggered : 1773565063169	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063197	 Sensor ID : RL Postimestamp during response triggered : 1773565063221	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063247	 Sensor ID : RL Postimestamp during response triggered : 1773565063270	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063297	 Sensor ID : RL Postimestamp during response triggered : 1773565063321	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063347	 Sensor ID : RL Postimestamp during response triggered : 1773565063371	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063397	 Sensor ID : RL Postimestamp during response triggered : 1773565063424	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063447	 Sensor ID : RL Postimestamp during response triggered : 1773565063474	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063498	 Sensor ID : RL Postimestamp during response triggered : 1773565063523	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063547	 Sensor ID : RL Postimestamp during response triggered : 1773565063574	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063597	 Sensor ID : RL Postimestamp during response triggered : 1773565063623	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063647	 Sensor ID : RL Postimestamp during response triggered : 1773565063672	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063697	 Sensor ID : RL Postimestamp during response triggered : 1773565063721	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063747	 Sensor ID : RL Postimestamp during response triggered : 1773565063770	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063797	 Sensor ID : RL Postimestamp during response triggered : 1773565063820	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063847	 Sensor ID : RL Postimestamp during response triggered : 1773565063872	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063897	 Sensor ID : RL Postimestamp during response triggered : 1773565063924	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063947	 Sensor ID : RL Postimestamp during response triggered : 1773565063974	 Sensor ID : RL sensor
timestamp during request triggered : 1773565063997	 Sensor ID : RL Postimestamp during response triggered : 1773565064021	 Sensor ID : RL sensor
timestamp during request triggered : 1773565064047	 Sensor ID : RL Postimestamp during response triggered : 1773565064070	 Sensor ID : RL sensor
timestamp during request triggered : 1773565064097	 Sensor ID : RL Postimestamp during response triggered : 1773565064121	 Sensor ID : RL sensor
timestamp during request triggered : 1773565064147	 Sensor ID : RL Postimestamp during response triggered : 1773565064170	 Sensor ID : RL sensor
timestamp during request triggered : 1773565064197	 Sensor ID : RL Postimestamp during response triggered : 1773565064220	 Sensor ID : RL sensor
timestamp during request triggered : 1773565064247	 Sensor ID : RL Postimestamp during response triggered : 1773565064270	 Sensor ID : RL sensor
timestamp during request triggered : 1773565064297	 Sensor ID : RL Postimestamp during response triggered : 1773565064320	 Sensor ID : RL sensor
timestamp during request triggered : 1773565064347	 Sensor ID : RL Postimestamp during response triggered : 1773565064370	 Sensor ID : RL sensor
timestamp during request triggered : 1773565349157	 Sensor ID : RL Postimestamp during response triggered : 1773565349180	 Sensor ID : 
timestamp during response triggered : 1773565349180	 Sensor ID : RL sensor
timestamp during request triggered : 1773565349184	 Sensor ID : FR Postimestamp during response triggered : 1773565349188	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349189	 Sensor ID : RL sensor
timestamp during request triggered : 1773565349189	 Sensor ID : FL Postimestamp during request triggered : 1773565349192	 Sensor ID : RL Postimestamp during request triggered : 1773565349202	 Sensor ID : RR Postimestamp during response triggered : 1773565349206	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349206	 Sensor ID : FR sensor
timestamp during response triggered : 1773565349214	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349224	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349227	 Sensor ID : FR Postimestamp during response triggered : 1773565349231	 Sensor ID : RL sensor
timestamp during request triggered : 1773565349234	 Sensor ID : RL Postimestamp during request triggered : 1773565349236	 Sensor ID : FL Postimestamp during response triggered : 1773565349249	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349254	 Sensor ID : RR Postimestamp during response triggered : 1773565349256	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349258	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349276	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349277	 Sensor ID : FR Postimestamp during request triggered : 1773565349283	 Sensor ID : FL Postimestamp during request triggered : 1773565349284	 Sensor ID : RL Postimestamp during response triggered : 1773565349299	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349304	 Sensor ID : RR Postimestamp during response triggered : 1773565349305	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349307	 Sensor ID : RL sensor
timestamp during request triggered : 1773565349326	 Sensor ID : FR Postimestamp during response triggered : 1773565349327	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349334	 Sensor ID : RL Postimestamp during request triggered : 1773565349338	 Sensor ID : FL Postimestamp during response triggered : 1773565349348	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349354	 Sensor ID : RR Postimestamp during response triggered : 1773565349356	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349360	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349377	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349377	 Sensor ID : FR Postimestamp during request triggered : 1773565349385	 Sensor ID : RL Postimestamp during request triggered : 1773565349387	 Sensor ID : FL Postimestamp during response triggered : 1773565349399	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349404	 Sensor ID : RR Postimestamp during response triggered : 1773565349407	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349409	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349426	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349427	 Sensor ID : FR Postimestamp during request triggered : 1773565349434	 Sensor ID : RL Postimestamp during request triggered : 1773565349437	 Sensor ID : FL Postimestamp during response triggered : 1773565349449	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349454	 Sensor ID : RR Postimestamp during response triggered : 1773565349456	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349459	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349476	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349477	 Sensor ID : FR Postimestamp during request triggered : 1773565349480	 Sensor ID : FL Postimestamp during request triggered : 1773565349485	 Sensor ID : RL Postimestamp during response triggered : 1773565349499	 Sensor ID : FR sensor
timestamp during response triggered : 1773565349503	 Sensor ID : FL sensor
timestamp during request triggered : 1773565349504	 Sensor ID : RR Postimestamp during response triggered : 1773565349506	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349527	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349527	 Sensor ID : FR Postimestamp during request triggered : 1773565349535	 Sensor ID : RL Postimestamp during request triggered : 1773565349537	 Sensor ID : FL Postimestamp during response triggered : 1773565349549	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349554	 Sensor ID : RR Postimestamp during response triggered : 1773565349556	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349559	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349576	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349577	 Sensor ID : FR Postimestamp during request triggered : 1773565349584	 Sensor ID : RL Postimestamp during request triggered : 1773565349587	 Sensor ID : FL Postimestamp during response triggered : 1773565349599	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349604	 Sensor ID : RR Postimestamp during response triggered : 1773565349606	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349609	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349627	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349627	 Sensor ID : FR Postimestamp during request triggered : 1773565349634	 Sensor ID : RL Postimestamp during request triggered : 1773565349638	 Sensor ID : FL Postimestamp during response triggered : 1773565349649	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349654	 Sensor ID : RR Postimestamp during response triggered : 1773565349656	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349660	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349676	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349677	 Sensor ID : FR Postimestamp during request triggered : 1773565349682	 Sensor ID : FL Postimestamp during request triggered : 1773565349685	 Sensor ID : RL Postimestamp during response triggered : 1773565349699	 Sensor ID : FR sensor
timestamp during response triggered : 1773565349704	 Sensor ID : FL sensor
timestamp during request triggered : 1773565349705	 Sensor ID : RR Postimestamp during response triggered : 1773565349706	 Sensor ID : RL sensor
timestamp during request triggered : 1773565349727	 Sensor ID : FR Postimestamp during response triggered : 1773565349727	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349735	 Sensor ID : RL Postimestamp during request triggered : 1773565349737	 Sensor ID : FL Postimestamp during response triggered : 1773565349749	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349754	 Sensor ID : RR Postimestamp during response triggered : 1773565349757	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349759	 Sensor ID : FL sensor
timestamp during request triggered : 1773565349777	 Sensor ID : FR Postimestamp during response triggered : 1773565349777	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349784	 Sensor ID : RL Postimestamp during request triggered : 1773565349788	 Sensor ID : FL Postimestamp during response triggered : 1773565349798	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349804	 Sensor ID : RR Postimestamp during response triggered : 1773565349807	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349809	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349825	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349827	 Sensor ID : FR Postimestamp during request triggered : 1773565349834	 Sensor ID : RL Postimestamp during request triggered : 1773565349837	 Sensor ID : FL Postimestamp during response triggered : 1773565349849	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349854	 Sensor ID : RR Postimestamp during response triggered : 1773565349857	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349859	 Sensor ID : FL sensor
timestamp during request triggered : 1773565349877	 Sensor ID : FR Postimestamp during response triggered : 1773565349877	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349884	 Sensor ID : RL Postimestamp during request triggered : 1773565349887	 Sensor ID : FL Postimestamp during response triggered : 1773565349899	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349904	 Sensor ID : RR Postimestamp during response triggered : 1773565349907	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349909	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349926	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349927	 Sensor ID : FR Postimestamp during request triggered : 1773565349934	 Sensor ID : RL Postimestamp during request triggered : 1773565349938	 Sensor ID : FL Postimestamp during response triggered : 1773565349949	 Sensor ID : FR sensor
timestamp during request triggered : 1773565349954	 Sensor ID : RR Postimestamp during response triggered : 1773565349956	 Sensor ID : RL sensor
timestamp during response triggered : 1773565349960	 Sensor ID : FL sensor
timestamp during response triggered : 1773565349976	 Sensor ID : RR sensor
timestamp during request triggered : 1773565349977	 Sensor ID : FR Postimestamp during request triggered : 1773565349985	 Sensor ID : RL Postimestamp during request triggered : 1773565349987	 Sensor ID : FL Postimestamp during response triggered : 1773565349999	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350004	 Sensor ID : RR Postimestamp during response triggered : 1773565350007	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350009	 Sensor ID : FL sensor
timestamp during request triggered : 1773565350027	 Sensor ID : FR Postimestamp during response triggered : 1773565350027	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350034	 Sensor ID : RL Postimestamp during request triggered : 1773565350037	 Sensor ID : FL Postimestamp during response triggered : 1773565350049	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350054	 Sensor ID : RR Postimestamp during response triggered : 1773565350056	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350059	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350076	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350077	 Sensor ID : FR Postimestamp during request triggered : 1773565350080	 Sensor ID : FL Postimestamp during request triggered : 1773565350084	 Sensor ID : RL Postimestamp during response triggered : 1773565350099	 Sensor ID : FR sensor
timestamp during response triggered : 1773565350102	 Sensor ID : FL sensor
timestamp during request triggered : 1773565350104	 Sensor ID : RR Postimestamp during response triggered : 1773565350106	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350126	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350127	 Sensor ID : FR Postimestamp during request triggered : 1773565350135	 Sensor ID : RL Postimestamp during request triggered : 1773565350137	 Sensor ID : FL Postimestamp during response triggered : 1773565350149	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350154	 Sensor ID : RR Postimestamp during response triggered : 1773565350157	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350160	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350176	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350177	 Sensor ID : FR Postimestamp during request triggered : 1773565350185	 Sensor ID : RL Postimestamp during request triggered : 1773565350187	 Sensor ID : FL Postimestamp during response triggered : 1773565350199	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350204	 Sensor ID : RR Postimestamp during response triggered : 1773565350206	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350209	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350227	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350227	 Sensor ID : FR Postimestamp during request triggered : 1773565350234	 Sensor ID : RL Postimestamp during request triggered : 1773565350238	 Sensor ID : FL Postimestamp during response triggered : 1773565350249	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350254	 Sensor ID : RR Postimestamp during response triggered : 1773565350257	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350260	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350276	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350277	 Sensor ID : FR Postimestamp during request triggered : 1773565350285	 Sensor ID : RL Postimestamp during request triggered : 1773565350287	 Sensor ID : FL Postimestamp during response triggered : 1773565350299	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350304	 Sensor ID : RR Postimestamp during response triggered : 1773565350307	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350310	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350326	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350327	 Sensor ID : FR Postimestamp during request triggered : 1773565350335	 Sensor ID : RL Postimestamp during request triggered : 1773565350337	 Sensor ID : FL Postimestamp during response triggered : 1773565350349	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350354	 Sensor ID : RR Postimestamp during response triggered : 1773565350357	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350360	 Sensor ID : FL sensor
timestamp during request triggered : 1773565350377	 Sensor ID : FR Postimestamp during response triggered : 1773565350377	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350384	 Sensor ID : RL Postimestamp during request triggered : 1773565350388	 Sensor ID : FL Postimestamp during response triggered : 1773565350399	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350404	 Sensor ID : RR Postimestamp during response triggered : 1773565350406	 Sensor ID : RL sensor
